codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
7013.99.00,-- Outros……………………………………………………….,Kg,10,,,,
7014.00.00,"Artigos de vidro para sinalização e elementos de óptica de vidro (excepto os da posição 70.15), não trabalhados opticamente…………………………………………………...",Kg,10,,,,
70.15,"Vidros de relojoaria e vidros semelhantes, vidros para lentes, mesmo correctivas, curvos ou arqueados, ocos ou semelhantes, não trabalhados opticamente; esferas ocas e segmentos de
esferas, de vidro, para fabricação desses vidros.",,,,,,
7015.10.00,- Vidros para lentes correctivas………………………………...,Kg,Livre,,,,
7015.90.00,- Outros………………………………………………………..,Kg,Livre,,,,
70.16,"Blocos, placas, tijolos, ladrilhos, telhas e outros artigos, de vidro prensado ou moldado, mesmo armado, para construção; cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decorações semelhantes; vitrais de vidro; vidro denominado “multicelular” ou “espuma” de vidro, em blocos, painéis, chapas e conchas ou formas semelhantes.",,,,,,
7016.10.00,"- Cubos, pastilhas e outros artigos semelhantes de vidro, mesmo com suporte, para mosaicos ou     decorações semelhantes………………………………………………...…..",Kg,10,,,,
7016.90.00,- Outros………………………………………………………..,Kg,10,,,,
70.17,"Artigos de vidro para laboratório, higiene ou farmácia, mesmo graduados ou calibrados.",,,,,,
7017.10.00,"- De quartzo ou de outras sílicas, fundidos…………………………",Kg,Livre,,,,
7017.20.00,"- De outro vidro com um coeficiente de dilatação linear não superior a 5x10-6 por Kelvin, entre 0oC e 300 oC:",Kg,Livre,,,,
7017.90.00,- Outros………………………………………………………..,Kg,Livre,,,,
70.18,"Contas, imitações de pérolas naturais ou cultivadas, imitações de pedras preciosas ou semipreciosas e artigos semelhantes, de vidro e suas obras, excepto bijutaria; olhos de vidro, excepto de prótese; estatuetas e outros objectos de ornamentação, de vidro trabalhado  a  maçarico, excepto  bijutarias;  microsferas  de vidro, de diâmetro não superior a 1 mm.",,,,,,
7018.10.00,"- Contas, imitações de pérolas naturais ou cultivadas, imitações de pedras  preciosas  ou  semipreciosas  e artigos semelhantes, de vidro……………………………………………………………..",Kg,10,,,,
7018.20.00,"- Microsferas de vidro, de diâmetro não superior a 1 mm………..",Kg,10,,,,
7018.90.00,- Outros………………………………………………………..…...,Kg,10,,,,
70.19,"Fibras de vidro (incluindo a lã de vidro) e suas obras (por exemplo, fios, mechas ligeiramente torcidas (rovings), tecidos).",,,,,,
,"- Mechas, mesmo ligeiramente torcidas (rovings) e fios, mesmo cortados ou não e esteiras (mats) destas matérias:",,,,,,
7019.11.00,"-- Fios cortados (chopped strands), de comprimento não superior a 50 mm……………",Kg,Livre,,,,
7019.12.00,-- Mechas ligeiramente torcidas (rovings)…………..…………….,Kg,Livre,,,,
7019.13.00,"-- Outros fios, mechas ……………………..………..…………….",Kg,Livre,,,,
7019.14.00,-- Mantas (mats) consolidadas mecanicamente…………..………,Kg,Livre,,,,
7019.15.00,-- Mantas (mats) consolidadas quimicamente …………...……..,Kg,Livre,,,,
7019.19.00,-- Outros……………………………………………..…………….,Kg,Livre,,,,
,- Tecidos colados mecanicamente:,,,,,,
7019.61.00,-- Tecidos de mechas ligeiramente torcidas (rovings) de malha fechada (closed woven fabrics) .……,Kg,Livre,,,,
7019.62.00,"-- Outros, obtidos de mechas ligeiramente torcidas (rovings) de malha fechada (other closed fabrics)……",Kg,Livre,,,,
7019.63.00,"-- Tecidos de fios de malha fechada, em ponto de tafetá, não revestidos nem estratificados….",Kg,Livre,,,,
7019.64.00,"-- Tecidos de fios de malha fechada, em ponto de tafetá, revestidos ou estratificados …….",Kg,Livre,,,,
7019.65.00,-- Tecidos de malha aberta de largura não superior a 30 cm………,Kg,Livre,,,,
7019.66.00,-- Tecidos de malha aberta de largura superior a 30 cm ………….,Kg,Livre,,,,
7019.69.00,-- Outros……………………………………………..…………….,Kg,Livre,,,,
,- Tecidos consolidados quimicamente:,,,,,,
7019.71.00,-- Véus (camadas finas)……………………………..…………….,Kg,Livre,,,,
7019.72.00,-- Outros tecidos de malha fechada ….……………..…………….,Kg,Livre,,,,
7019.73.00,-- Outros tecidos de malha aberta.. ………….……..…………….,Kg,Livre,,,,
7019.80.00,-- Lã de vidro e suas obras …….……………………………….,Kg,Livre,,,,
7019.90.00,-- Outras……………………………………………..…………….,Kg,Livre,,,,
7020.00.00,Outras obras de vidro…………………………….……………...,Kg,10,,,,
,"I.- PÉROLAS NATURAIS OU CULTIVADAS, PEDRAS
PRECIOSAS OU SEMIPRECIOSAS E SEMELHANTES",,,,,,
71.01,"Pérolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem  montadas, nem engastadas; pérolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte.",,,,,,
7101.10.00,- Pérolas naturais……………………………………………...,Kg,50,,,,
,- Pérolas cultivadas:,,,,,,
7101.21.00,-- Em bruto…………………………………………………….,Kg,50,,,,
7101.22.00,-- Trabalhadas………………………………………………….,Kg,30,,,,
71.02,"Diamantes, mesmo trabalhados, mas  não  montados  nem engastados.",,,,,,
7102.10.00,- Não seleccionados…………………………………………...,carat,50,,,,
,- Industriais:,,,,,,
7102.21.00,"-- Em bruto ou simplesmente serrados, clivados ou desbastados………………………",carat,50,,,,
7102.29.00,-- Outros……………………………………………………….,carat,50,,,,
,- Não industriais:,,,,,,
7102.31.00,"-- Em bruto ou simplesmente serrados, clivados ou desbastados…………………",carat,50,,,,
7102.39.00,-- Outros……………………………………………………….,carat,50,,,,
71.03,"Pedras preciosas (excepto  diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (excepto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de transporte.",,,,,,
7103.10.00,- Em bruto ou simplesmente serradas ou desbastadas………..,Kg,50,,,,
,- Trabalhadas de outro modo:,,,,,,
7103.91.00,"-- Rubis, safiras e esmeraldas………………………………….",carat,30,,,,
7103.99.00,-- Outras………………………………………………………..,carat,30,,,,
71.04,"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas,  mas  não  enfiadas,  nem  montadas,  nem engastadas;  pedras  sintéticas  ou  reconstituídas,  não combinadas, enfiadas temporariamente para facilidade de transporte.",,,,,,
7104.10.00,- Quartzo piezoeléctrico………………………………………..,Kg,50,,,,
,"- Outras, em bruto ou simplesmente serradas ou desbastadas:",,,,,,
7104.21.00,-- Diamantes…………………………………………………….,Kg,50,,,,
7104.29.00,-- Outras…………………………………………………………,Kg,50,,,,
,- Outros………………………………………………………...,,,,,,
7104.91.00,-- Diamantes……………………………………………………,Kg,50,,,,
7104.99.00,-- Outros……………………………………………………….,Kg,50,,,,
71.05,"Pó de diamantes, de pedras preciosas ou semipreciosas ou de pedras sintéticas.",,,,,,
7105.10.00,- De diamantes…………………………………………………,carat,50,,,,
7105.90.00,- Outros………………………………………………………...,Kg,50,,,,
,"II.-METAIS PRECIOSOS, METAIS FOLHEADOS OU
CHAPEADOS DE METAIS PRECIOSOS (PLAQUE)",,,,,,
71.06,"Prata (incluindo a prata dourada ou platinada), em formas brutas ou semimanufacturadas, ou em pó.",,,,,,
7106.10.00,- Pós…………………………………………………………...,Kg,50,,,,
,- Outras:,,,,,,
7106.91.00,-- Em formas brutas……………………………………………,Kg,50,,,,
7106.92.00,-- Em formas semimanufacturadas……………………………,Kg,50,,,,
7107.00.00,"Metais comuns folheados ou chapeados (plaqué) de prata, em formas brutas ou semimanufacturadas…………………………………………………………..",Kg,50,,,,
71.08,"Ouro (incluindo o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó.",,,,,,
,- Para usos não monetários:,,,,,,
7108.11.00,-- Pós…………………………………………………………...,Kg,50,,,,
7108.12.00,-- Noutras formas brutas……………………………………….,Kg,50,,,,
7108.13.00,-- Noutras formas semimanufacturadas………………………..,Kg,50,,,,
7108.20.00,- Para uso monetário…………………………………………..,Kg,50,,,,
7109.00.00,"Metais comuns ou prata, folheados ou chapeados (plaqué) de ouro, em formas brutas ou semimanufacturadas…………",Kg,50,,,,
71.10,"Platina, em formas brutas ou semimanufacturadas, ou em pó.",,,,,,
,- Platina:,,,,,,
7110.11.00,-- Em formas brutas ou em pó…………………………………,Kg,50,,,,
7110.19.00,-- Outras…………………………………………………..……,Kg,50,,,,
,- Paládio:,,,,,,
7110.21.00,-- Em formas brutas ou em pó…………………………………,Kg,50,,,,
7110.29.00,-- Outras………………………………………………………..,Kg,50,,,,
,- Ródio:,,,,,,
7110.31.00,-- Em formas brutas ou em pó…………………………………,Kg,50,,,,
7110.39.00,-- Outras………………………………………………………..,Kg,50,,,,
,"- Irídio, ósmio e ruténio:",,,,,,
7110.41.00,-- Em formas brutas ou em pó…………………………………,Kg,50,,,,
7110.49.00,-- Outras………………………………………………………..,Kg,50,,,,
7111.00.00,"Metais comuns, prata ou ouro, folheados ou chapeados (plaqué) de platina, em formas brutas ou semimanufacturadas………………………….",Kg,50,,,,
71.12,"Desperdícios e resíduos de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaqué); outros desperdícios e resíduos que contenham metais preciosos ou compostos   de metais preciosos, do tipo utilizado principalmente para a recuperação  de  metais  preciosos, excepto os produtos da posição 85.49.",,,,,,
7112.30.00,- Cinzas que contenham metais preciosos ou compostos de metais preciosos……………………,Kg,50,,,,
,- Outros:,,,,,,
7112.91.00,"-- De ouro, de metais folheados ou chapeados (plaqué) de ouro, excepto varreduras de ourivesaria que contenham outros metais preciosos……………………………..............................",Kg,50,,,,
7112.92.00,"-- De platina, de metais folheados ou chapeados (plaqué) de platina, excepto varreduras de ourivesaria que contenham outros metais preciosos……………………………",Kg,50,,,,
